text,media,label
"Liputan6.com, Jakarta - Menikmati waktu dengan kemping bisa jadi pertimbangan saat Anda berlibur di Labuan Bajo akhir pekan ini. Sebuah event bertajuk Picnic Over the Hill digelar Badan Pelaksana Otorita Labuan Bajo (BPOLBF) pada 11--12 November 2023.

Sesuai namanya, piknik itu digelar di atas Bukit Parapuar, yakni kawasan pariwisata terpadu yang sedang dikembangkan BPOLBF. Para peserta akan diajak menikmati pemandangan senja hingga malam berbintang di titik nol Bukit Parapuar itu.

Mereka juga bisa menikmati dengan pemandangan Kota Labuan Bajo 360 derajat sambil ditemani berbagai hiburan. Direktur Utama BPOLBF Shana Fatina menjelaskan acara tersebut merupakan ajang mengenalkan sekaligus menjadi momentum aktivasi Parapuar.

""Kami ingin mengenalkan Parapuar sebagai salah satu destinasi baru di dalam kota Labuan Bajo dan tentu saja juga untuk menciptakan event baru dengan konsep berbeda sebagai salah satu opsi aktivitas tambahan bagi wisatawan maupun masyarakat lokal,"" ujarnya dalam keterangan tertulis yang diterima Liputan6.com, Selasa, 7 November 2023.

Kawasan Parapuar terletak di Hutan Nggorang Bowosie. Pengunjung dapat mengaksesnya dari jalan Trans Flores, tepatnya dari depan Sinar Flores Carwash atau sekitar 300 meter dari SPBU Wardun (Jl. Trans Flores, Labuan Bajo - Ruteng).

Para peserta bisa mengikuti acara Picnic Over the Hill secara gratis. Namun, mereka diminta meregistrasi diri di link https://bit.ly/REGISTRASI-TIKET-PICNICOVERTHEHILL agar panitia dapat mencatat jumlah pengunjung dengan baik. Peserta juga bisa mendaftar langsung di lokasi.

""Gate akan dibuka di jam 4 sore atau pukul 16.00 WITA,"" kata Shana. Ia menargetkan 1.000 orang akan ikut serta dalam kegiatan tersebut.",Liputan 6,Entertainment
"Liputan6.com, Jakarta - Marvel Studio mempersembahkan film terbarunya ""The Marvels"". Lewat film ini, penonton akan dibawa ke dalam petualangan salah satu Avengers favorit, Carol Denvers, atau yang juga dikenal sebagai Captain Marvels, yang akan mulai tayang di bioskop Indonesia pada 8 November 2023

Film bercerita tentang fenomena misterius yang menjadikan kekuatan Captain Marvels terhubung dengan salah satu penggemarnya dari Jersey City, Kamala Khan alias Ms. Marvel, dan Captain Monica Rambeau. Ketiganya kini harus bekerja sama untuk menyelamatkan semesta sebagai ""The Marvels"".

Spesial untuk menyambut film tersebut, Marvel Studios berkolaborasi dengan sederet seniman lokal untuk menghadirkan ragam karya yang terinspirasi dari kisah dan karakter ""The Marvels"". Trio Captain Marvels, Ms. Marvel, dan Captain Monica Rambeu akan hadir dalam karya mural glow in the dark di Jakarta, Bandung, dan Yogyakarta.

Karya Philip Ponk akan ditampilkan di area A3000 Creative Compound di Kemang Raya, Jakarta, karya Andre Tirta di Laswee Creative Space, Bandung, dan karya Rune HSK di Pas Podjok Kopi, Yogyakarta. Ketiga seniman masing-masing menginterpretasikan karakter serta kisah ikonik ""The Marvels"" lewat lukisan spesial menggunakan cat flourescent yang dapat berpendar di kegelapan.

Phillip Ponk melukis mural tersebut di media berukuran 7x2 meter persegi, yang menurutnya adalah salah satu karya menantang untuk dibuat. Ia mengatakan bahwa proses pembuatan karya kolaborasi ini adalah pengalaman yang berharga untuknya.",Liputan 6,Entertainment
"Liputan6.com, Jakarta - Makanan Indonesia tak jarang masuk dalam daftar terbaik di rating internasional seperti TasteAtlas. Salah satunya adalah nasi campur yang berhasil meraih posisi teratas dalam daftar masakan dengan udang dan nasi terbaik menurut platform tersebut.

Dikutip dari laman resminya, Selasa (7/11/2023), nasi campur berhasil meraih skor 4,7 dari 5. TasteAtlas menulis bahwa sajian ini berarti ""mixed rice"" yang terdiri dari nasi dan berbagai macam lauk hingga bumbu.

""Biasanya disajikan dalam bentuk prasmanan, di mana pelanggan dapat dengan bebas memilih dari berbagai pilihan,"" tambah platform panduan online untuk makanan tradisional, ulasan kritikus makanan, serta artikel penelitian tentang bahan dan hidangan populer berbasis di Kroasia itu.

TasteAtlas menambahkan, ""Sulit untuk menentukan hidangan mana yang disajikan dalam nasi campur, karena hidangan tersebut berubah setiap hari dan berbeda dari satu tempat ke tempat lain. Namun, biasanya makanan tersebut mencakup masakan kari Indonesia, hidangan daging yang digoreng atau direbus, ikan atau udang goreng, aneka sayur goreng, telur, dan olahan kedelai.""

Nasi campur mengungguli nigiri dan Kaisendon dari Jepang hingga pad Thai dari Thailand. Kabar nasi campur puncaki daftar tersebut pun menjadi sorotan di jagat maya dan malah menuai kontroversi.

""Nasi campur ni membingungkan ya banyak varian,"" bunyi salah satu komentar.

Tanggapan lain berbunyi, ""nasi campur mana yg ada udang nya, perasaan isinya : nasi, mie, ayam, tahu bumbu, sambel, sambal kentang, bihun, tumis wortel buncis, telur, perkedel. itu aja g sih lauk nya jarang banget yg pake udang.""

""Nasi campur mana sih yg pake udang? Perasaan nasi campur di berbagai daerah indonesia rata2 standarnya ga ada udangnya,"" terang komentar lainnya.",Liputan 6,Entertainment
"Liputan6.com, Jakarta - Top 3 Berita Hari Ini tentang Gempa Nepal pada Jumat malam, 3 November 2023, waktu setempat, membuat turis dan warga lokal terpaksa mencari perlindungan. Hingga saat ini, jumlah wisatawan yang ""terjebak"" belum dirilis, namun setidaknya 39 turis asing dari Pune dan Pimpri-Chinchwad, India, dikonfirmasi berada di lokasi kejadian.

Mereka menceritakan horor detik-detik gempa Nepal mengguncang. Mahesh Rahane bercerita ia memesan paket tur Nepal selama 13 hari dari Archies International Tours and Travels bersama istri dan saudara iparnya.

Perjalanan mereka dimulai pada 26 Oktober 2023 dari Pune. Berita kedua yang banyak diminati adalah tentang wawancara presenter Piers Morgan dengan Presiden Israel Isaac Herzog yang berbicara banyak hal, termasuk menanggapi pernyataan Angelina Jolie dan Ratu Rania yang membela Palestina.

Ia mengecam Jolie karena ""tidak membiarkan rakyat Israel membela diri.""Jolie, yang merupakan mantan utusan khusus Komisi Tinggi PBB untuk Pengungsi, menuduh Israel ""sengaja membom anak-anak, perempuan, dan keluarga yang kekurangan makanan, obat-obatan dan, bantuan kemanusiaan.

Herzog mengatakan ia ""menolak sepenuhnya"" kritik Jolie terhadap serangan di Gaza, mengingat sang aktris belum pernah ke Palestina atau Israel. Berita ketiga yang banyak menarik perhatian adalah tentang Pangeran William maish berada di Singapura untuk menghadiri acara tahunan Earthshot Prize. Sebelum menyambangi upacara Earthshot Prizes 2023, suami Kate Middleton menghadiri sejumlah acara.

Salah satunya dengan mencoba olahraga dayung. Pangeran William bergabung dengan anggota British Dragons, klub perahu naga lokal saat mereka menggelar latihan di Cekungn Kallang, Singapura pada Senin, 6 November 2023. Latihan ini digelar menjelang kegiatan Earthshot Prizes 2023 yang bertujuan untuk mempromosikan solusi terhadap ancaman lingkungan hidup. Untuk lebih lengkapnya simak Top 3 Berita Hari Ini berikut ini.

Bukan Destinasi Populer, Puluhan Turis India Terdampak Gempa Nepal yang Sebabkan 155 Korban Jiwa",Liputan 6,Entertainment
"Liputan6.com, Jakarta - Sosok Jeanneta Sanfadelia kembali mencuri perhatian lantaran kabar bahwa kini ia telah bercerai dari musisi dan penyanyi Ardhito Pramono. Sebelumnya pernikahan kedua insan itu bahkan tak banyak diketahui publik. sosok Jeanneta Sanfadelia pun terungkap ketika ia menemani Ardhito di kantor polisi saat terkena kasus penyalahgunaan narkotika dan obat-obatan terlarang (narkoba) beberapa waktu lalu.

Penyanyi dan penulis lagu itu mengumumkan kandasnya rumah tangga yang dibangun bersama Jeanneta Sanfadelia. Mengenai sosok Jeanneta Sanfadelia, ia adalah seorang model dan desainer grafis yang diam-diam dinikahi Ardhito Pramono yang kini justru sudah tidak lagi bersama.

Mengutip dari kanal Showbiz Liputan6.com, Selasa (7/11/2023), Jeanneta tak asing di dunia catwalk Indonesia sejak bergabung di agensi model bernama WYNN Models Indonesia. Wajahnya sering kali wara-wiri di berbagai acara peragaan busana.

Tak jarang dia juga tampil menjalani pemotretan untuk majalah atau merek-merek fesyen terkenal seperti Uniqlo. Kariernya sebagai seorang model juga didukung latar belakang pendidikannya. Dalam video di kanal YouTube, wanita yang akrab disapa Jenny ini menuturkan bahwa dia adalah mahasiswa jurusan tata busana.

""I'm a fashion student,"" ujarnya dalam sebuah video dari tahun 2017 saat memperkenalkan diri.

Dalam profil Facebook yang terungkap melalui mesin pencari, diketahui usia Jeanneta Sanfadelia kini menginjak 25 tahun dan menikah dengan Ardhito sejak 2019. Terlihat dengan wajah yang lebih mudah dari usianya, Jeanneta diketahui lahir pada 8 Juni 1998.",Liputan 6,Entertainment
"Liputan6.com, Jakarta - Pada 10 Februari 2024, tahun Naga Kayu dimulai dalam kalender China, menandai dimulainya semua keajaiban dan misteri. Media sosial pun diramaikan dengan pasutri yang ingin memiliki anak pada 2024. Apa yang menarik dari tahun Naga Kayu dalam astrologi China?

Mengutip The Chinese Zodiac.org, Selasa, 7 November 2023, zodiak China memiliki 12 tanda hewan, dan setiap tahun dikaitkan dengan salah satu hewan tersebut yang digabungkan dengan suatu unsur. Pada 2024, giliran shio Naga dengan unsur kayu.

Unsur kayu menghadirkan kualitas unik, seperti pertumbuhan, kelenturan, dan vitalitas. Saat dipasangkan dengan Naga, ia menciptakan perpaduan kekuatan dan kemampuan beradaptasi yang menakjubkan. Menurut Ramalan Bintang China 2024, kombinasi ini dapat membawa semburan energi segar dan peluang baru.

Anda mungkin bertanya-tanya, apa sebenarnya yang diributkan? Ya, ada kepercayaan yang mengakar dalam budaya China bahwa bayi yang lahir di Tahun Naga ditakdirkan mendapat keberuntungan.

Jika Anda merencanakan untuk memiliki bayi pada tahun depan, mungkin ini adalah waktu yang sangat spesial untuk Anda bersiap-siap sebagai orangtua dan memberikan kesempatan bagi bayi Anda untuk menghadapi masa depan dengan keberuntungan yang luar biasa.

Disebutkan bahwa bayi yang terlahir dengan shio Naga mewarisi beberapa karakteristik luar biasa, seperti keberanian, kekuatan, dan pesona. Menurut astrologi China, mereka cenderung mencapai kesuksesan dan hidup sejahtera. Ini seperti mendapatkan dosis positivitas yang istimewa sejak awal kehidupan.",Liputan 6,Entertainment
"Liputan6.com, Jakarta - Pemerintah Metropolitan Seoul sedang berjibaku mengatasi wabah kutu busuk setelah menerima laporan 17 kasus serangan hama tersebut pada Minggu, 5 November 2023. Hal itu menimbulkan kekhawatiran akan penyebaran kutu busuk secara masif di kota terpadat di Korea Selatan, yang ditinggali 9,4 juta orang.

Merespons masalah tersebut, pemerintah kota telah mengalokasikan dana sebesar 500 juta won (sekitar Rp6 miliar) untuk menjalan operasi pembasmian kutu busuk di seluruh kota, khususnya di lingkungan yang bergulat dengan kondisi sanitasi yang buruk.

Mengutip Koreaboo, Selasa (7/11/2023), inti dari strategi kota adalah mengedukasi warga tentang kutu busuk, terutama di daerah yang kondisi sanitasinya di bawah standar. Penduduk di daerah-daerah ini akan menerima daftar periksa mandiri beserta disinfektan untuk membekali diri mereka terhadap kemungkinan serangan.

Inisiatif ini menggarisbawahi pentingnya kesadaran dan tindakan masyarakat dalam mencegah penyebaran wabah kutu busuk di rumah dan ruang publik. Kamis pekan lalu, pejabat kesehatan mengidentifikasi serangan kutu busuk di goshiwon (akomodasi anggaran jangka pendek) di daerah tertinggal di wilayah Jung-gu.

Kutu busuk itu bersembunyi di kasur dan kertas dinding di goshiwon. Penemuan itu jadi alarm akan kerentanan daerah padat penduduk terhadap serangan kutu busuk. Kantor Berita Yonhap melaporkan sebuah perusahaan layanan desinfeksi swasta menyebutkan terjadi peningkatan panggilan terkait pembasmian kutu busuk, dengan dua hingga tiga permintaan masuk setiap hari.",Liputan 6,Entertainment
"Liputan6.com, Jakarta - Kate Middleton kerap menunjukkan staminanya yang prima saat berkesempatan tampil di publik. Tubuhnya yang atletis membuat banyak orang mengaguminya. Hal itu tak terlepas dari pola hidup sehat yang dianutnya.

Ia mengatakan rutin berolahraga. Dilansir dari People, Rabu, 1 November 2023, Putri Wales (41) mengungkapkan jenis olahraga yang dilakoninya saat muncul bersama Pangeran William dan Putri Anne dalam sebuah episode podcast The Good, The Bad & The Rugby, yang dibawakan oleh menantu dari Putri Anne, Mike Tindall, saat Piala Dunia Rugbi di Prancis, Oktober 2023.

Pangeran William, Putri Kate, dan Putri Anne masing-masing adalah pelindung dari Persatuan Rugbi Wales, Persatuan Sepak Bola Rugbi (Inggris), dan Persatuan Rugbi Skotlandia. Kate berbicara tentang pentingnya menjadi aktif, hal yang selalu didorong dan ia lakukan sejak kecil. Dalam kesempatan tersebut, ia mengungkap salah satu hobi kebugarannya saat ini. Princess of Wales menceritakan bahwa dia suka berenang di air dingin.

""Semakin dingin, semakin baik. Saya sangat menyukainya,"" tuturnya. ""Sampai William berkata, Catherine, kamu gila. Saat ini gelap, dan sedang hujan,"" ia mengungkapkan.

Saat mengunjungi Wales awal tahun ini, Kate menceritakan bahwa dia bahkan mengenakan jubah setelah berenang. Pernyataan itu dipicu oleh seseorang yang mengenakan jubah agar tetap hangat di tengah hujan.

""Dia bilang dia memakai salah satunya saat dia berenang di air dingin,"" kata warga setempat Alison Cheeke kepada People.",Liputan 6,Entertainment
"Liputan6.com, Jakarta - Pasangan Kevin Sanjaya Sukamuljo dan Valencia Tanoesoedibjo tengah menanti kehadiran buah hati pertama mereka. Menjelang kelahiran, Valencia mendapat kejutan baby shower dari orang-orang terdekat.

Momen manis baby shower itu terabadikan dalam sederet unggahan yang dibagikan anak kedua pengusaha dan politisi Hary Tanoesoedibjo tersebut melalui akun Instagram pribadi. Valen, begitu ia akrab disapa, terlihat mengenakan terusan putih dibalut kardigan pink sembari memegang baby bump.

Baby shower tersebut dilaksanakan di salah satu hotel mewah di Jakarta Pusat, Park Hyatt Jakarta. Potret pertama menunjukkan Valen berada di tengah orang-orang terkasih yang tersenyum bahagia.

Di hadapan mereka, terdapat kue putih bercampur pink, balon-balon warna senada, hingga dekorasi bernuansa kedua warna. Pada potret selanjutnnya menunjukkan menu baby shower hingga momen semuanya tengah bercengkrama.

Valen menuliskan ungkapan kebahagiaannya di kolom keterangan dalam bahasa Inggris. ""Baby AVS tersayang, kamu begitu dicintai ❤️ 7,5 bulan terakhir menjadi perjalanan yang luar biasa bagi ibu dan ayahmu, dan sungguh, kami tidak sabar untuk bertemu denganmu,"" demikian bunyi keterangan bila diterjemahkan dalam bahasa Indonesia.

Ia melanjutkan, ""Tante (dan om) ini adalah saudara dan sahabat tersayang ibu, yang juga sudah tidak sabar untuk bertemu langsung denganmu. Ketahuilah bahwa meskipun dunia ini terkadang sulit, ada begitu banyak orang yang peduli, menyayangi, dan mendukungmu dalam setiap langkahmu.""

Valen mengucapkan terima kasih kepada orang-orang terdekatnya karena telah melimpahi ia dan Kevin dengan begitu banyak dukungan dan cinta. ""PS: Buat yang nebak-nebak nama, Vnya bukan Valencia yang pasti 😂,"" tutupnya. Setelah mengungkap inisial nama bayinya, kolom komentar unggahan Valen dipenuhi dengan warganet ikut menebak nama putri Valen dan Kevin.",Liputan 6,Entertainment
"Liputan6.com, Jakarta - Gempa Nepal pada Jumat malam, 3 November 2023, waktu setempat, membuat turis dan warga lokal terpaksa mencari perlindungan. Hingga saat ini, jumlah wisatawan yang ""terjebak"" belum dirilis, namun setidaknya 39 turis asing dari Pune dan Pimpri-Chinchwad, India, dikonfirmasi berada di lokasi kejadian.

Pada Hindustan Times, dilansir Selasa (7/11/2023), mereka menceritakan horor detik-detik gempa Nepal mengguncang. Mahesh Rahane bercerita ia memesan paket tur Nepal selama 13 hari dari Archies International Tours and Travels bersama istri dan saudara iparnya.

Perjalanan mereka dimulai pada 26 Oktober 2023 dari Pune. Setelah mengunjungi Kathmandu, Pashupatinath, Muktinath, dan Pokhara pada Jumat, keluarga Rahane berada di antara rombongan wisatawan yang mencapai Chitwan untuk safari hutan.

Rahane mengatakan, ""Setelah safari hutan pada Jumat malam, kami sedang istirahat di Hotel Royal Safari sekitar pukul 23.51, saat itu kami merasakan getaran yang kuat."" Menurutnya, para wisatawan berlari menuju lahan terbuka yang lebih aman di taman terdekat dan bermalam di sana hampir sepanjang malam.

Turis lain, Sanjay Padalikar, juga berada di Nepal bersama istrinya. Padalikar berkata, ""Semua orang panik. Ada banyak lansia di kelompok kami. Sulit bagi kami untuk memindahkan mereka ke tempat lebih aman pada malam hari karena tidak ada fasilitas lift di hotel kami.""

Semua turis aman akhirnya, menurut Padalikar. Awalnya, mereka kesulitan menghubungi anggota keluarganya di kampung halaman, namun pada Sabtu pagi, 4 November 2023, mereka bisa kembali tersambung melalui panggilan telepon.",Liputan 6,Entertainment
"Liputan6.com, Jakarta - Aktivis pro-Palestina dan masyarakat Arab menyerukan kampanye untuk memboikot rumah mode mewah asal Prancis tersebut, Dior. Hal ini menyusul adanya laporan penggantian model Palestina Bella Hadid dengan model Israel.

Dikutip dari Al Bawaba, Selasa (7/11/2023), kantor berita Turki Yeni Şafak English melaporkan bahwa Dior telah memilih seorang model Israel bernama May Tager untuk iklan baru mereka. Laporan melanjutkan bahwa Dior menggantikan model Bella Hadid dengan May Tager.

Kabar itu ramai di jagat maya hingga menggema tagar ""BoycottDior"" yang trending di media sosial, terkhusus X (sebelumnya Twitter). Seorang warganet berkomentar, ""Keputusan fesyen terburuk yang diambil sejauh ini! Saya akan mengevaluasi kembali pembelian barang mewah saya juga! Semoga banyak yang mengikuti!""

Warganet lain menegaskan, ""Boikot setiap merek di bawah naungan LVMH termasuk Dior (jika Anda punya uang).""

""Sepertinya @Dior berpihak pada genosida. Bagi saya, sepertinya boikot berikutnya baru saja dijatuhkan,"" ungkap warganet lain.

Keputusan Dior untuk menggantikan Bella Hadid dikatakan sebagai seruan kuat perusahaan bahwa mereka mendukung Israel. Brand tersebut disebut-sebut menyoroti bahwa Bella adalah seorang aktivis yang sangat pro-Palestina yang berbicara tentang agresi Israel terhadap warga Palestina, terutama setelah perang Gaza terbaru.

Bella Hadid telah menjadi wajah Dior makeup dan brand ambassador pertama yang berasal dari Palestina sejak 2016. Model berusia 27 tahun itu melalui media sosial mengutuk serangan udara terbaru Israel di Jalur Gaza yang menewaskan 10.022 orang sejak 7 Oktober 2023.",Liputan 6,Entertainment
"Liputan6.com, Jakarta - Banyak cara untuk mendukung Palestina yang sedang berkonflik dengan Israel. Salah satunya dengan membeli produk-produk dari Palestina.

Melansir dari laman resmi Kementerian Perdagangan RI, Selasa, 7 November 2023, pemerintah Indonesia telah menghapus tarif bea masuk untuk produk asal Palestina sejak 2019. Ketentuan tersebut tercantum dalam Peraturan Menteri Keuangan (PMK) No. 126/PMK.010/2018 tentang penetapan tarif bea masuk dalam rangka fasilitasi perdagangan untuk produk tertentu yang berasal dari wilayah Palestina.

Produk Palestina ternyata cukup banyak beredar di Indonesia. Ada beberapa produk Palestina yang diimpor serta dijual bebas di Indonesia. Produk Palestina yang banyak beredar di Indonesia antara lain adalah kurma segar atau kurma yang dikeringkan, minyak zaitun, baut, mur dan sekrup.

Pada 2019, Menteri Perdagangan Enggartiasto Lukita menegaskan bahwa Indonesia menghapus tarif bea masuk produk kurma dan minyak zaitun asal Palestina. Kurma dan zaitun merupakan produk yang belum banyak diproduksi di Indonesia sehingga pemerintah menerapkan penghapusan tarif bea masuk.

Hal ini dianggap penting bagi peningkatan hubungan perdagangan bilateral Indonesia-Palestina. Tak hanya kurma dan zaitun, produk lain yang berasal dari Palestina juga akan diberikan fasilitas yang sama.

Menurut Enggar, langkah penghapusan tarif ini juga menjadi momentum penting bagi peningkatan hubungan perdagangan bilateral Indonesia-Palestina. Data Badan Pusat Statistik (BPS) menunjukkan, total perdagangan Indonesia-Palestina pada 2018 mencapai 3,5 juta dolar AS, terdiri dari ekspor Indonesia sebesar 2,8 juta dolar AS atau naik 34 persen dibanding 2017 ), dan impor sebesar 727 ribu dolar AS atau naik 113 persen.",Liputan 6,Entertainment
"Liputan6.com, Jakarta - Video seorang pria tanpa mengenakan baju dan hanya memakai celana pendek, pamer tumpukan uang di tengah jalan, viral di media sosial. Video viral itu diunggah akun Instagram @info.negri yang kemudian dibagikan ulang di akun media sosial lainnya.

Peristiwa tersebut terjadi di persimpangan Jalan Arion, dan Jalan Kartini, Kecamatan Pandan, Kabupaten Tapanuli Tengah, Sumatera Utara. Dalam video itu, pria paruh baya bernama Tambok Hamonangan Hutabarat itu pamer tumpukan uang pecahan Rp100 ribu Jumlahnya kabarnya mencapai ratusan juta rupiah dan baru ditarik dari sebuah bank.

""Ayo bertanding. Siapa yang kaya-kaya itu. Di atas langit masih ada langit,"" teriak pria itu. Dia juga terlihat duduk bersila dengan santai, tanpa menghiraukan kendaraan yang lalu lalang.

Aksi pria itu, menjadi tontonan masyarakat dan pengendara yang melintas. Arus lalu lintas di persimpangan jalan tersebut, juga sempat macet karena banyak yang menonton aksi pria itu pamer uang.

Anggota polisi dari Polsek Pandan turun ke lokasi untuk membujuk pria tersebut agar tidak duduk di tengah jalan karena rawan menjadi korban kecelakaan, bahkan bisa menjadi korban kejahatan

Informasi yang didapat, anggota Polsek Pandan yang turun ke lokasi berhasil membujuk pria tersebut untuk meninggalkan lokasi dan kemudian diantar ke rumahnya yang tak jauh dari lokasi.

Sayangnya, belum diketahui pasti apa alasan pria itu melakukan aksi pamer uang. Belum ada keterangan resmi dari kepolisian terkait aksi unik tersebut.",Liputan 6,Entertainment
"JAKARTA - Vincent Rompies dan Duta Sheila On 7 akan unjuk kebolehan bermain bulutangkis dalam ajang Vindes Tepok Bulu 2023. Keduanya bertemu bukan untuk bertanding melainkan bersanding sebagai pasangan ganda putra.

Vincent sendiri menjadi juara bertahan usai mengalahkan Valentino Jebret di ajang Tepok Bulu 2022 lalu. Sementara Duta pun kerap kali terciduk sedang menemani sang anak berlatih bulutangkis.

Bulutangkis tampaknya memang cukup akrab bagi keluarga Duta. Pasalnya, kedua anak Duta dan Adelia Lontoh menjadi atlet bulu tangkis dan membawa nama Indonesia di kejuaraan internasional. Bahkan, Bima Al Ayman Modjo dan Aishameglio Duta Chiara bertanding di ajang Malaysia Junior International Series pada 2022 lalu.

BACA JUGA: 5 Gaya Hidup Sederhana Duta Sheila on 7 yang Kerap Jadi Sorotan Publik

Keduanya akan menantang dua aktor asal Malaysia Fazley Yaakob dan Imran Aqil. Pertandingan ini kian terasa istimewa lantaran akan diselenggarakan di sebuah tempat 'sakral' bagi para atlet bulutangkis nasional maupun dunia, menjadi tempat utama ketika Indonesia menjadi tuan rumah pertandingan olahraga badminton, Istora Senayan. Nantinya aksi Duta dan Vincent dapat disaksikan pada 17 November 2023 mendatang.

""Pertandingan Ganda Putra Tepok Bulu’23 akan mempertandingkan artis INDONESIA melawan artis MALAYSIA, yang kedua-keduanya yaitu. Duta Modjo/Vincent Rompies vs Fazley Yaakob/Imran Aqil. 17 November 2023, Istora Gelora Bung Karno. LIVE di Youtube Vindes pkl. 19.30 WIB,"" bunyi keterangan unggahan Vindes, Sabtu (4/11/2023).

Pembelian tiket Tepok Bulu terbagi jadi dua sesi, sesi BELI DULUAN dibuka pada Selasa, 31 Oktober 2023 pukul 19.00 WIB. Sementara sesi BELI BELAKANGAN dibuka pada Senin, 6 November 2023 pukul 20.00 WIB.

Harga tiket nonton Vindes Tepok Bulu 2023 dibanderol dari harga Rp50.000 hingga Rp399.000. Penjualan tiket akan dilakukan lagi pada 6 November 2023 dengan harga Rp75.000 hingga Rp449.000. Pembelian tiket acara Vindes Sport, Tepok Bulu dapat dilakukan secara daring atau online, melalui laman yang disediakan.

Sebelum pertandingan ganda putra ini, Tepok Bulu 2023 akan dibuka dengan pertandingan ganda campuran yang menyandingkan Arya Saloka dan Ziva Magnolya. Keduanya akan menantang dua public figure asal Malaysia Atu Zero dan Atita Haris.

Pertandingan olahraga antar selebritas saat ini memang menjadi tontonan yang menghibur dan begitu dinantikan. Beragam jenis olahraga pun dipertandingkan.

BACA JUGA:

Follow Berita Okezone di Google News

Salah satu yang menginisiasi adalah Vincent dan Desta melalui Vindes Sport serta Raffi Ahmad yang belakangan ini mulai gencar mengadakan beragam pertandingan. Selain dijadikan ajang untuk unjuk kebolehan yang mungkin tak diketahui oleh para penggemarnya, pertandingan ini juga memperlihatkan aksi kocak serta interaksi seru dari para pesohor di tanah air yang begitu menghibur. Vindes Sport sebelumnya sempat menghebohkan lewat beberapa pertandingan seperti Tepok Bulu 2022 yang mempertemukan Vincent dan Valentino 'Jebret, Raffi Ahmad vs Desta dalam Tiba Tiba Tenis, serta Tenis dengan nomor ganda, dimana mempertemukan Gading Marten yang menggandeng Wulan Guritno menantang Dion Wiyoko yang menggandeng Enzy Storia.",Okezone,Entertainment
"JAKARTA - Ardhito Pramono datang dengan kabar mengejutkan. Melalui postingannya di Instagram Ardhito mengaku sudah tak bersama dengan istrinya, Jeanneta Sanfadelia.

Dalam postingan itu, Ardhito mengunggah beberapa foto. Pada slide pertama terlihat sebuah video di mana Ardhito tengah membawakan lagu berjudul Candy diiringi dengan petikan gitar temannya. Kemudian pada slide kedua dia memperlihatkan kebersamaannya dengan sang istri. Dan slide ketiga foto sang istri yang begitu cantik dalam balutan dress putih.

""Aku mengerti beberapa orang khawatir padaku, kondisi dan semua hal yang aku lalui. Tapi mulai sekarang, aku hanya akan menghapus itu semua dan memulai perjalanan baru dengan niat baik untuk membantuku terlepas dari kesepian yang paling sepi ini,"" tulis Ardhito Pramono dengan caption menggunakan bahasa Inggris.

Pasangan yang menikah pada 2019 ini juga sepakat untuk tidak mengunggah foto sang buah hati yang bernama Asmara di media sosial.

""Orang-orang selalu bertanya kepadaku tentang putriku; “Kenapa ga pernah di post lagi? ""Baik, aku pikir ini keputusan kami berdua untuk tidak menampilkan foto putri kami yang cantik Asmara ke media sosial lagi,"" ungkap Ardhito.

""Dia (Asmara) baik-baik saja! Menyukai kelas balletnya setiap Jumat dan selalu jenaka, cantik seperti ibunya,"" jelas Ardhito.

Follow Berita Okezone di Google News

Pada akhir caption, Ardhito menyampaikan jika saat ini dirinya dan Jeanne sudah tidak lagi bersama. ""Walaupun aku dan Jeanne tak lagi bersama, aku selalu mendoakan yang terbaik untuk Jeanne. Aku mencintaimu, Ibu. Kau selalu menjadi Candy-ku. Aku selalu mencintaimu,"" tutupnya. Kabar tersebut pun membuat netizen heboh. Tak lama dari unggahannya itu, Ardhito kembali mengunggah foto dirinya saat berada di rumah sakit. Nampak tangannya diinfus dan dia berada di depan layar laptop. Ardhito pose menoleh ke kamera sambil tersenyum. ""Im okay,"" tulis Ardhito seakan menggambar suasana hatinya saat ini.",Okezone,Entertainment
"JAKARTA - Aldi Taher mengaku sangat prihatin terhadap korban di Palestina khususnya di Jalur Gaza akibat serangan Israel.

Pria 40 tahun itu juga merasa heran dengan sikap Israel yang tidak mematuhi imbauan PBB (Perserikatan Bangsa-Bangsa) untuk melakukan gencatan senjata.

""Kemarin PPB juga sudah mengimbau untuk gencatan senjata, tapi tidak diindahkan,"" kata Aldi Taher saat ditemui di Kawasan Tendean, Mampang Parapatan, Jakarta Selatan. ""Kita sekarang berdoa,"" sambungnya.

Aldi Taher juga telah menyisihkan honornya untuk ikut menyumbang kepada korban di Palestina. Dia berkomitmen akan terus membantu para korban selama masih diberi kemampuan.

""Bismillah, apa yang bisa lakukan, lakukanlah. Saya jadi ingat anak-anak saya, disana mereka kelaparan, nggak ada listrik, ketakutan,"" ucapnya.

""Kita bacakan Al-fatihah untuk saudara kita di Palestina,"" kata Aldi Taher.

BACA JUGA:

Follow Berita Okezone di Google News

(aln)",Okezone,Entertainment
